Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,Material_Involved_Clean,Movement_Type_Clean,has_history_date,event_year,slope_deg,rainfall_mm,soil_moisture_mm,label
780,ASM/DH/83G04/2022-23/010,Assam,Dima Hasao,Fiangpui Slide 1,"Fiangpui, Haflong",25.169861,93.002528,Debris,Slide,Debris,Slide,1,2022,0.93,7.119672131,0.457205601,1
781,ASM/DH/83G04/2022-23/012,Assam,Dima Hasao,Lower Haflong Slide 1,"Lower Haflong , Haflong",25.18972,93.02011,Debris,Slide,Debris,Slide,1,2022,5.54,7.119672131,0.457205601,1
782,ASM/DH/83G04/2022-23/013,Assam,Dima Hasao,Lower Haflong Road Slide,Lower Haflong Road,25.18625,93.01629,Debris,Slide,Debris,Slide,1,2022,3.65,7.119672131,0.457205601,1
783,ASM/DH/83G04/2022-23/030,Assam,Dima Hasao,Merryland Slide,Merryland colony,25.177416,93.00975,Debris,Slide,Debris,Slide,1,2022,0.05,7.119672131,0.457205601,1
784,ASM/DH/83G04/2022-23/006,Assam,Dima Hasao,77/1 Km rail track Slide,Phiding–Daotuhaja rail section,25.2316944,93.1614167,Earth,Slide,Earth,Slide,1,2022,2.78,6.663934426,0.43768306,1
753,ASM/WKA/83C05/2020/3,Assam,West Karbi Anglong,Approach road (Hatidubi Dam)-3,"Hatidubi Dam Site, Lengery,
Amtreng",25.91406,92.49897,Debris,Slide,Debris,Slide,1,2020,4.32,15.54262295,0.49228347,1
754,ASM/WKA/83C05/2020/4,Assam,West Karbi Anglong,Approach road (Hatidubi Dam)-4,"Hatidubi Dam Site, Lengery,
Amtreng",25.91422,92.49972,Debris,Slide,Debris,Slide,1,2020,2.47,15.54262295,0.49228347,1
755,ASM/WKA/83C09/2020/2,Assam,West Karbi Anglong,Approach road (Hatidubi Dam)-2,"Hatidubi Dam Site, Lengery,
Amtreng",25.95478,92.51386,Rock,Slide,Rock,Slide,1,2020,4.37,15,0.493295082,1
756,ASM/WKA/83C09/2020/1,Assam,West Karbi Anglong,Approach road (Hatidubi Dam)-1,"Hatidubi Dam Site, Lengery,
Amtreng",25.95317,92.51353,Debris,Slide,Debris,Slide,1,2020,4.98,15,0.493295082,1
757,ASM/KAM/78N12/2019/0002,Assam,Kamrup (Metro),Matia pahar slide,"Natun Basti, Matia Pahar, Dipar
Bil",26.10591667,91.62283333,Rock,Slide,Rock,Slide,1,2019,0.05,11.13442623,0.482694331,1
759,AS/KAM/76N16/2024/1,Assam,Kamrup (Metro),Garo Basti Slide,"Garo Basti Slide, 8th Mile,
Guwahati",26.11464,91.83886,Earth,Slide,Earth,Slide,1,2024,2.52,15.05983607,0.474773907,1
760,ASM/DH/83G/03/2019/01,Assam,Dima Hasao,Kashmipur Slide,"Between Kalachand and
Maibong, NH 54",25.32069444,93.12733333,Rock,Slide,Rock,Slide,1,2019,3.09,6.972131148,0.454717555,1
761,"ASM/KAM
(M)/78N16/2017/0004",Assam,Kamrup (Metro),Dakshin Saraniya-2,Ganpat Mandir road,26.17755556,91.76588889,Debris,Slide,Debris,Slide,1,2017,0.21,15.68606557,0.496560792,1
1940,ARA/PP/83E16/2024/03,Arunachal Pradesh,Papum Pare,Chiputa Slide,Yupia-Possa Road (NH-713A),27.121136,93.762164,Earth,Slide,Earth,Slide,1,2024,3.96,8.190163934,0.360881489,1
1941,ARA/DIB/82P15/2024/01,Arunachal Pradesh,Lower Dibang Valley,Abrali Slide,Hunli-Anini Road (NH313),28.38919722,95.92776111,Rock,flow,Rock,Flow,1,2024,29.12,18.32459016,0.405365437,1
161,ASM/DH/83G4/2016/44,Assam,Dima Hasao,New Haflong R. S slide(3),New Haflong Railway Station,25.14525,93.029167,Debris,Slide,Debris,Slide,1,2016,0.82,10.10081967,0.443344604,1
162,ASM/DH/83G4/2016/16,Assam,Dima Hasao,"Vidya Mandir, Boro Haflong-2","Boro Haflong, Haflong",25.145861,93.024194,Rock cum Debris,Slide,Debris cum Rock,Slide,1,2016,6.91,10.10081967,0.443344604,1
163,AS/DH/83C16/2018/002,Assam,Dima Hasao,Jatinga Lampur landslide.,"Between Jatinga Lampur
Railway Station and Harangajao
Railway Station.",25.146306,93.942167,Debris,Slide,Debris,Slide,1,2018,15.8,12.34344262,0.48985485,1
164,ASM/DH/83G4/2016/02,Assam,Dima Hasao,New Haflong R. S slide(1),"West slope of New Haflong
Railway Station.",25.146778,93.030972,Rock cum Debris,Slide,Debris cum Rock,Slide,1,2016,0.05,10.10081967,0.443344604,1
165,ASM/DH/83G4/2016/43,Assam,Dima Hasao,New Haflong R.S. slide - (2),New Haflong Railway Station,25.148722,93.031917,Debris,Slide,Debris,Slide,1,2016,3.96,10.10081967,0.443344604,1
167,ASM/DH/83G4/2016/15,Assam,Dima Hasao,Boro Haflong-1,"Near Boro Haflong village,
Haflong",25.150694,93.025833,Debris,Slide,Debris,Slide,1,2016,7.98,10.10081967,0.476209699,1
168,AS/DIM/83G4/2015/41,Assam,Dima Hasao,Pura slide.-2,Near Pura village,25.155,93.067,Earth,Slide,Earth,Slide,1,2014,0.31,10.04508197,0.478105533,1
169,AS/DIM/83G4/2015/42,Assam,Dima Hasao,"Pura,NH-54",Pura,25.155,93.067,Earth,Slide,Earth,Slide,1,2014,0.31,10.04508197,0.478105533,1
170,AS/DIM/83G4/2015/26,Assam,Dima Hasao,Pura slide.,"NH-54,Near Pura village",25.155,93.073,Earth,Slide,Earth,Slide,1,2014,1.6,10.04508197,0.478105533,1
171,ASM/DH/83G4/2016/25,Assam,Dima Hasao,Mahadev Tila slide-2,Haflong town,25.155611,93.022222,Debris,Slide,Debris,Slide,1,2016,1.54,10.10081967,0.476209699,1
172,ASM/DH/83G4/2016/24,Assam,Dima Hasao,Mahadev Tilla-1,"Mahadev Tilla, Haflong",25.155722,93.022778,Earth,Slide,Earth,Slide,1,2016,1.39,10.10081967,0.476209699,1
173,AS/DIM/83G4/2015/57,Assam,Dima Hasao,Bara Haflong,"Bara Haflong,Near New Haflong
RS",25.156,93.018,Earth,Slide,Earth,Slide,1,2014,3.34,10.04508197,0.477334016,1
174,ASM/DH/83G4/2016/27,Assam,Dima Hasao,Haflong-Jatinga road section slide-02,Haflong town,25.156389,93.018389,Rock cum Debris,Slide,Debris cum Rock,Slide,1,2016,3.03,10.10081967,0.476209699,1
176,ASM/DH/83G4/2016/06,Assam,Dima Hasao,G. C. Langthasa High school slide,"Near Mahadev Tila, Haflong",25.156694,93.017667,Debris,Slide,Debris,Slide,1,1998,0.1,11.83114754,0.480540642,1
177,AS/DIM/83G4/2015/64,Assam,Dima Hasao,Pura Sinking Zone village,Pura village on NH-54,25.157,93.062,Earth,Slide,Earth,Slide,1,2014,0.46,10.04508197,0.478105533,1
178,AS/DIM/83G4/2015/43,Assam,Dima Hasao,Pura-4,"Pura,NH-54",25.157,93.066,Earth,Slide,Earth,Slide,1,2014,0.57,10.04508197,0.478105533,1
179,ASM/DH/83G4/2016/29,Assam,Dima Hasao,Haflong-Jatinga road section slide-04,Haflong town,25.157139,93.017194,Debris,Slide,Debris,Slide,1,2016,0.21,10.10081967,0.476209699,1
180,ASM/DH/83G4/2016/28,Assam,Dima Hasao,Haflong-Jatinga road section slide-03,Haflong town,25.157361,93.016083,Rock cum Debris,Slide,Debris cum Rock,Slide,1,2016,0.93,10.10081967,0.476209699,1
181,ASM/DH/83G4/2016/30,Assam,Dima Hasao,Gadhi Rojai Slide,Haflong town,25.159333,93.017,Earth,Slide,Earth,Slide,1,2016,0.21,10.10081967,0.476209699,1
182,ASM/DH/83G4/2016/14,Assam,Dima Hasao,Songpiang-2,"Songpiang village, Haflong",25.163444,93.023167,Debris,Slide,Debris,Slide,1,2016,3.6,10.10081967,0.476209699,1
183,ASM/DH/83G4/2016/42,Assam,Dima Hasao,96 km Migrendisa slide,"96 km, Migrendisa – Haflong rail
section, near Diyung bridge.",25.164,93.040194,Debris,Slide,Debris,Slide,1,2016,7.47,10.10081967,0.476209699,1
184,ASM/DH/83G4/2016/13,Assam,Dima Hasao,Songpiang-1,"Songpiang village, Haflong",25.165639,93.025444,Debris,Slide,Debris,Slide,1,2016,2.93,10.10081967,0.476209699,1
189,ASM/DH/83G4/2016/12,Assam,Dima Hasao,"Huonveng, N.D Raji-3","N.D Raji (Hmar)village, Haflong",25.171889,93.003944,Debris,Slide,Debris,Slide,1,2016,0.41,10.10081967,0.476209699,1
190,ASM/DH/83G4/2016/11,Assam,Dima Hasao,N.D Raji (Hamar)-2,"N.D Raji (Hamar)village, Haflong",25.175056,93.020417,Debris,Slide,Debris,Slide,1,2016,3.6,10.10081967,0.476209699,1
191,ASM/DH/83G4/2016/10,Assam,Dima Hasao,N.D Raji.-1,"N.D Raji village, Haflong",25.175972,93.020167,Debris,Slide,Debris,Slide,1,2016,3.29,10.10081967,0.476209699,1
1938,ARA/PP/83E16/2024/01,Arunachal Pradesh,Papum Pare,Banderdewa Petrol Pump Slide,NH 415,27.105253,93.825399,Debris,Slide,Debris,Slide,1,2024,3.65,10.65163934,0.384178962,1
1939,ARA/PP/83E16/2024/02,Arunachal Pradesh,Papum Pare,Nirjuli Slide,"Banderdewa-Nirjuli Road (NH-
415)",27.121136,93.762164,Debris,Flow,Debris,Flow,1,2024,3.96,8.190163934,0.360881489,1
192,ASM/DH/83G4/2016/23,Assam,Dima Hasao,Mahur,Mahur,25.176389,93.116139,Debris,Slide,Debris,Slide,1,2016,0.51,10.10081967,0.477033128,1
193,ASM/DH/83G4/2016/08,Assam,Dima Hasao,Khongsai slide- 2,"Khongsai village, Haflong",25.176917,93.026556,Earth,Slide,Earth,Slide,1,2014,4.83,10.04508197,0.477334016,1
194,ASM/DH/83G4/2016/09,Assam,Dima Hasao,Muolhoi /Gilgal,"Muolhoi /Gilgal village, Haflong",25.177028,93.020889,Earth,Slide,Earth,Slide,1,2016,3.55,10.10081967,0.476209699,1
195,ASM/DH/83G4/2016/05,Assam,Dima Hasao,Khongsai slide-1,"Khongsai village, Haflong",25.1775,93.026222,Earth,Slide,Earth,Slide,1,2014,7.37,10.04508197,0.477334016,1
196,ASM/DH/83G4/2016/01,Assam,Dima Hasao,Migrendisa slide,"Near Migrendisa Railway
Station, Migrendisa",25.179861,93.070778,Debris,Slide,Debris,Slide,1,2016,10.09,10.10081967,0.477033128,1
201,ASM/DH/83G4/2016/20,Assam,Dima Hasao,Newngalsong,"Newngalsong village, Mahur",25.184528,93.125639,Debris,Slide,Debris,Slide,1,2016,2.57,8.201639344,0.477033128,1
202,AS/DIM/83G4/2015/62,Assam,Dima Hasao,Phaeding-Sunbung Subsidence,8.5 km from Mahur; NH-54,25.186,93.104,Earth,Slide,Earth,Slide,1,2014,2.26,10.04508197,0.478105533,1
203,ASM/DH/83G4/2016/21,Assam,Dima Hasao,Heuwangaberam-2,"Heuwangaberam village, Mahur",25.18725,93.120556,Debris,Slide,Debris,Slide,1,2016,2.37,10.10081967,0.477033128,1
204,AS/DIM/83G4/2015/63,Assam,Dima Hasao,Bara-wapu village subsidence,"South of Bara-wapu village on
NH-54",25.188,93.066,Earth,Slide,Earth,Slide,1,2014,7.62,10.04508197,0.478105533,1
205,ASM/DH/83G4/2016/41,Assam,Dima Hasao,"Lower Haflong slide (Haflong –
Gunjung road-12)","Haflong – Gunjung road section,
Lower Haflong",25.188444,93.019667,Rock cum Debris,Slide,Debris cum Rock,Slide,1,2016,5.13,10.10081967,0.476209699,1
219,AS/DIM/83G4/2015/50,Assam,Dima Hasao,Heuwangbram,"Near Heuwangbram ,NH-54",25.201,93.122,Earth,Slide,Earth,Slide,1,2014,0.77,10.04508197,0.478105533,1
221,ASM/DH/83G4/2016/54,Assam,Dima Hasao,Phaiding slide,"Phaiding, Haflong",25.204556,93.138889,Debris,Slide,Debris,Slide,1,2016,4.72,8.201639344,0.477033128,1
762,ASM/KAM (M)/78N16/2017/04,Assam,Kamrup (Metro),Dakshin Saraniya-1,Ganpat Mandir road,26.17672222,91.76525,Debris,Slide,Debris,Slide,1,2017,0.05,15.68606557,0.496560792,1
763,"ASM/KAM
(M)/78N16/2017/0003",Assam,Kamrup (Metro),Anandapur-Gangapur slide,Hengrabari,26.15427778,91.79263889,Debris,Slide,Debris,Slide,1,2017,3.29,15.68606557,0.496560792,1
764,"AS/KAMRUP (M)/78N16/2014-
15/0002",Assam,Kamrup (Metro),Udayachal Slide.,"Guwahati-Shillong Road
(Merges with NH-37),
Udayachal pahar, Near
Guwahati Medical College.",26.15477778,91.77411111,Earth,Flow,Earth,Flow,1,2014,3.75,18.6204918,0.474885587,1
765,"AS/KAMRUP(M)/78N16/2014-
15/0003",Assam,Kamrup (Metro),"Bamunimaidan, South Railway Colony
slide.","SH: Zoo Tiniali-Narengi Road.
Localtiy: Bamunimaidan, South
Railway Colony (Near Hatigar),
Guwahati.",26.17672222,91.78672222,Earth,Flow,Earth,Flow,1,2014,0.67,18.6204918,0.474885587,1
766,"ASM/KAMRUP(M)/78N16/2016-
17/057",Assam,Kamrup (Metro),Jyotinagar Slide,"Akashi Nagar, Jyoti Nagar,
Guwahati.",26.1895,91.78716667,Earth,Slide,Earth,Slide,1,2016,4.88,18.51393443,0.474284495,1
767,ASM/DH/83G3/ PD/2017 /02,Assam,Dima Hasao,Mupa slide,"Between Mupa and Dinhaku
Railway Station,",25.40586111,93.11097222,Debris,Slide,Debris,Slide,1,2017,4.26,15.08196721,0.493179303,1
768,ASM/DH/83G3/ PD/2017 /01,Assam,Dima Hasao,Boila bridge slide,"Between Mupa and Dinhaku
Bridge approach no102, at km
51/9 as 52/1",25.39155556,93.11316667,Soil,Subsidence,Soil,Subsidence,1,2017,0.05,15.08196721,0.493179303,1
737,AS/WKA/83C09/2020/14,Assam,West Karbi Anglong,Approach Road (Hatidubi Dam)-14,"Hatidubi Dam Site, Lengery,
Amtreng",25.96664,92.51636,Earth,Slide,Earth,Slide,1,2020,8.93,15,0.493295082,1
738,AS/WKA/83C09/2020/15,Assam,West Karbi Anglong,Approach Road (Hatidubi Dam)-15,"Hatidubi Dam Site, Lengery,
Amtreng",25.967,92.51617,Debris,Slide,Debris,Slide,1,2020,7.37,15,0.493295082,1
739,AS/WKA/83C09/2020/20,Assam,West Karbi Anglong,"Approach Road (Power House,
Hatidubi Dam)-2","Hatidubi Dam site, Lengery,
Amtreng",25.96458,92.52081,Debris,Slide,Debris,Slide,1,2020,3.44,15,0.493295082,1
740,AS/WKA/83C09/2020/16,Assam,West Karbi Anglong,Approach Road (Hatidubi Dam)-16,"Hatidubi Dam Site, Lengery,
Amtreng",25.96886,92.51572,Earth,Slide,Earth,Slide,1,2020,9.13,15,0.493295082,1
741,AS/WKA/83C09/2020/17,Assam,West Karbi Anglong,Approach Road (Hatidubi Dam)-17,"Hatidubi Dam Site, Lengery,
Amtreng",25.97461,92.51375,Earth,Slide,Earth,Slide,1,2020,5.69,15,0.493295082,1
742,AS/WKA/83C09/2020/18,Assam,West Karbi Anglong,Approach Road (Hatidubi Dam)-18,"Hatidubi Dam Site, Lengery,
Amtreng",25.97664,92.51283,Earth,Slide,Earth,Slide,1,2020,5.08,15,0.493295082,1
743,AS/WKA/83C09/2020/19,Assam,West Karbi Anglong,"Approach Road (Power House,
Hatidubi Dam)-1","Hatidubi Dam Site, Lengery,
Amtreng",25.98214,92.51139,Rock,Fall,Rock,Fall,1,2020,4.67,14.09262295,0.492463798,1
744,ASM/WKA/83C09/2020/5,Assam,West Karbi Anglong,Approach road (Hatidubi Dam)-5,"Hatidubi Dam Site, Lengery,
Amtreng",25.91608,92.50203,Debris,Slide,Debris,Slide,1,2020,4.26,15.54262295,0.49228347,1
745,ASM/WKA/83C09/2020/8,Assam,West Karbi Anglong,Approach road (Hatidubi Dam)-8,"Hatidubi Dam, Lengery,
Amtreng",25.92153,92.50753,Debris,Slide,Debris,Slide,1,2020,1.9,15.54262295,0.49228347,1
224,ASM/DH/83G4/2016/07,Assam,Dima Hasao,Haflong – Gunjung slide-1,"Near Gunjung village road
section",25.205528,93.020139,Rock cum Debris,Slide,Debris cum Rock,Slide,1,2016,11.38,10.10081967,0.476209699,1
225,AS/DIM/83G4/2015/53,Assam,Dima Hasao,Semdikhar,"Semdikhar,NH-54",25.206,93.126,Earth,Slide,Earth,Slide,1,2014,14.46,8.267213115,0.478105533,1
226,ASM/DH/83G4/2016/03,Assam,Dima Hasao,Heuwangberam subsidence zone-1,"NH 54, Heuwangberam",25.207389,93.122778,Debris,Subsidence,Debris,Subsidence,1,2016,7.02,10.10081967,0.477033128,1
227,AS/DIM/83G4/2015/51,Assam,Dima Hasao,Heuwangbram,"Near Heuwangbram ,NH-54",25.208,93.121,Earth,Slide,Earth,Slide,1,2014,7.62,10.04508197,0.478105533,1
231,ASM/DH/83G4/2016/36,Assam,Dima Hasao,"Haflong – Gunjung road section slide-
07",Near Gunjung village road,25.214944,93.021611,Debris,Slide,Debris,Slide,1,2016,2.62,10.10081967,0.476209699,1
233,ASM/DH/83G4/2016/38,Assam,Dima Hasao,"Haflong – Gunjung road section slide-
09","Haflong town, Dima Hasao",25.216944,93.011361,Rock cum Debris,Slide,Debris cum Rock,Slide,1,2016,6.05,10.10081967,0.476209699,1
234,ASM/DH/83G4/2016/37,Assam,Dima Hasao,"Haflong – Gunjung road section slide-
08","Near Gunjung village road
section",25.2185,93.013111,Debris,Slide,Debris,Slide,1,2016,4.11,10.10081967,0.476209699,1
208,ASM/DH/83G4/2016/53,Assam,Dima Hasao,Mahur railway station slide,"Mahur railway station, Haflong",25.189556,93.096417,Debris,Slide,Debris,Slide,1,2016,0.72,10.10081967,0.477033128,1
214,ASM/DH/83G4/2016/22,Assam,Dima Hasao,Heuwangaberam-3,"Heuwangaberam village, Mahur",25.193083,93.120417,Earth,Slide,Earth,Slide,1,2016,3.44,10.10081967,0.477033128,1
215,ASM/DH/83G4/2016/40,Assam,Dima Hasao,"Lungkok slide (Haflong – Gunjung road
11)",#NAME?,25.196694,93.018583,Rock cum Debris,Slide,Debris cum Rock,Slide,1,2016,0.87,10.10081967,0.476209699,1
216,ASM/DH/83G4/2016/39,Assam,Dima Hasao,Haflong-Gunjung road section slide-10,Lower Haflong,25.199722,93.016722,Debris,Slide,Debris,Slide,1,2016,6.81,10.10081967,0.476209699,1
242,AS/DH/83G04/2018/003,Assam,Dima Hasao,Phiding slide,"Near Phiding Railway Station.
Between Mahur and Phiding RS,
NFR.",25.224278,93.222861,Debris,Slide,Debris,Slide,1,2018,3.65,8.236885246,0.478339481,1
250,AS/DIM/83G4/2015/52,Assam,Dima Hasao,Heuwangbram,"Near Heuwangbram ,NH-54",25.242,93.14,Earth,Slide,Earth,Slide,1,2014,5.24,8.267213115,0.478105533,1
746,ASM/WKA/83C09/2020/11,Assam,West Karbi Anglong,Approach road (Hatidubi Dam)-11,"Hatidubi Dam, Lengery,
Amtreng",25.92525,92.51031,Debris,Slide,Debris,Slide,1,2020,1.18,15.54262295,0.49228347,1
747,ASM/WKA/83C09/2020/6,Assam,West Karbi Anglong,Approach road (Hatidubi Dam)-6,"Hatidubi Dam, Lengery,
Amtreng",25.91936,92.50556,Earth,Slide,Earth,Slide,1,2020,3.03,15.54262295,0.49228347,1
748,ASM/WKA/83C09/2020/7,Assam,West Karbi Anglong,Approach road (Hatidubi Dam)-7,"Hatidubi Dam, Lengery,
Amtreng",25.92103,92.50708,Earth,Slide,Earth,Slide,1,2020,0.72,15.54262295,0.49228347,1
749,ASM/WKA/83C09/2020/9,Assam,West Karbi Anglong,Approach road (Hatidubi Dam)-9,"Hatidubi Dam, Lengery,
Amtreng",25.92233,92.50819,Earth,Slide,Earth,Slide,1,2020,0.31,15.54262295,0.49228347,1
750,ASM/WKA/83C09/2020/10,Assam,West Karbi Anglong,Approach road (Hatidubi Dam)-10,"Hatidubi Dam, Lengery,
Amtreng",25.924,92.50939,Earth,Slide,Earth,Slide,1,2020,0.21,15.54262295,0.49228347,1
751,AS/WKA/83C09/2020/12,Assam,West Karbi Anglong,Approach Road (Hatidubi Dam)-12,"Hatidubi Dam Site, Lengery,
Amtreng",25.95825,92.51414,Earth,Slide,Earth,Slide,1,2020,0.1,15,0.493295082,1
752,AS/WKA/83C09/2020/13,Assam,West Karbi Anglong,Approach Road (Hatidubi Dam)-13,"Hatidubi Dam Site, Lengery,
Amtreng",25.96403,92.51631,Earth,Slide,Earth,Slide,1,2020,8.63,15,0.493295082,1
722,ASM/DH/83G4/ PD/2016/23,Assam,Dima Hasao,Mahur,"Mahur, Dima Hasao (NC Hills)",25.17638889,93.11613889,Debris,Slide,Debris,Slide,1,2016,0.51,10.10081967,0.477033128,1
723,ASM/DH/83G4/ PD/2016/05,Assam,Dima Hasao,Khongsai slide-1,"Khongsai village, Haflong,",25.1775,93.02622222,Earth,Shallow rotational,Earth,Shallow Rotational,1,2016,7.37,10.10081967,0.476209699,1
724,ASM/DH/83G4/ PD/2016/08,Assam,Dima Hasao,Khongsai slide- 2,"Khongsai village, Haflong, Dima
Hasao (NC Hills)",25.17691667,93.02655556,Earth,Slide,Earth,Slide,1,2016,4.83,10.10081967,0.476209699,1
725,ASM/DH/83G4/ PD/2016/09,Assam,Dima Hasao,Muolhoi /Gilgal,"Muolhoi /Gilgal village, Haflong,
Dima Hasao (NC Hills)",25.17702778,93.02088889,Earth,Slide,Earth,Slide,1,2016,3.55,10.10081967,0.476209699,1
726,ASM/DH/83G4/ PD/2016/22,Assam,Dima Hasao,Heuwangaberam-3,"Heuwangaberam village,
Mahur, Dima Hasao (NC Hills)",25.19308333,93.12041667,Earth,Slide,Earth,Slide,1,2016,3.44,10.10081967,0.477033128,1
727,ASM/DH/83G4/ PD/2016/19,Assam,Dima Hasao,Jatinga-2,"Jatinga, Haflong, Dima Hasao
(NC Hills)",25.13447222,93.01897222,Rock,Slide,Rock,Slide,1,2016,9.99,10.10081967,0.443344604,1
728,"ASM/KAM
(M)/78N16/2017/0006",Assam,Kamrup (Metro),"Bonda, Hajongdisa slide",Tuinang colony,26.18841667,91.85125,Earth,Slide,Earth,Slide,1,2017,5.29,14.92868852,0.496072746,1
729,ASM/KAM(M)/78N16/2016/63,Assam,Kamrup (Metro),Mandakini slide,"Mandakini path, Kharghuli",26.19244444,91.76422222,Earth,Slide,Earth,Slide,1,2016,2.62,18.51393443,0.474284495,1
730,ASM/KAM/78N16/2019/03,Assam,Kamrup (Metro),Amiya Nagar Slide,Chandmari,26.19236111,91.78080556,Debris,Subsidence,Debris,Subsidence,1,2019,2.47,11.11721311,0.485831284,1
731,ASM/KAM/78N12/2019/04,Assam,Kamrup (Metro),Bezbaruah Nagar slide,"Nilachalpur, Bezbaruah Nagar",26.15805556,91.71258333,Debris,Slide,Debris,Slide,1,2019,7.02,11.47131148,0.486188525,1
732,"ASM/West Sarania/78N16/2016-
17/65",Assam,Kamrup (Metro),West Sarania slide (Guwahati),"Pub Sarania hill, Guwahati.",26.1755,91.76175,Debris,Slide,Debris,Slide,1,2016,0.51,18.51393443,0.474284495,1
733,"ASM/ Nijabara/78N16/2016-
17/64",Assam,Kamrup (Metro),Nijabara slide (Guwahati),"Noonmati, Guwahati.",26.19038889,91.80994444,Earth,Slide,Earth,Slide,1,2016,4.47,18.51393443,0.474284495,1
734,"AS/KAMRUP(M)/78N16/2014-
15/0004",Assam,Kamrup (Metro),"Nabragraha Slide, Bapuji Nagar
Housing Complex.","SH: Chandmari Road. Localtiy:
Bapuji Nagar Housing Complex,
Guwahati.",26.18866667,91.76694444,Earth,Flow,Earth,Flow,1,2014,1.34,18.6204918,0.474885587,1
735,AS/WKA/83C09/2020/21,Assam,West Karbi Anglong,Hatidubi Dam Slide,"Hatidubi Dam site, Lengery,
Amtreng",25.91286,92.49797,Debris,Slide,Debris,Slide,1,2020,4.62,15.54262295,0.49228347,1
736,"AS/KAMRUP(M)/78N16/2014-
15/0005",Assam,Kamrup (Metro),"Karghuli Landslide, Bankuwar Nagar,
Guwahati.(Twin Slide in same road)","SH: Chandmari Road. Localtiy:
Bankuwar Nagar, Karghuli
Pahar, Guwahati.",26.19622222,91.76336111,Earth,Flow,Earth,Flow,1,2014,2.31,18.6204918,0.474885587,1
705,ASM/DH/83G4/ PD/2016/28,Assam,Dima Hasao,Haflong-Jatinga road section slide-03,"Haflong town, Dima Hasao (NC
Hills)",25.15736111,93.01608333,Rock,Slide,Rock,Slide,1,2016,0.93,10.10081967,0.476209699,1
706,ASM/DH/83G4/ PD/2016/33,Assam,Dima Hasao,"Haflong – Gunjung road section slide-
04",Haflong – Gunjung road section,25.23880556,93.03219444,Rock,Slide,Rock,Slide,1,2016,8.18,10.10081967,0.476209699,1
707,ASM/DH/83G4/ PD/2016/40,Assam,Dima Hasao,"Lungkok slide (Haflong – Gunjung road
11)",#NAME?,25.19669444,93.01858333,Rock,Slide,Rock,Slide,1,2016,0.87,10.10081967,0.476209699,1
708,ASM/DH/83G4/ PD/2016/41,Assam,Dima Hasao,"Lower Haflong slide (Haflong –
Gunjung road-12)","Haflong – Gunjung road section,
Lower Haflong",25.18844444,93.01966667,Rock,Slide,Rock,Slide,1,2016,5.13,10.10081967,0.476209699,1
709,ASM/DH/83G4/ PD /2016/03,Assam,Dima Hasao,Heuwangberam subsidence zone-1,"NH 54, Heuwangberam,",25.20738889,93.12277778,Debris,"Initially started as a subsidence, now movement of slope mass has already been initiated.",Debris,Subsidence,1,2014,7.02,10.04508197,0.478105533,1
710,ASM/DH/83G4/ PD/2016/10,Assam,Dima Hasao,N.D Raji.-1,"N.D Raji village, Haflong, Dima
Hasao (NC Hills)",25.17597222,93.02016667,Debris,Slide,Debris,Slide,1,2016,3.29,10.10081967,0.476209699,1
711,ASM/DH/83G4/ PD/2016/11,Assam,Dima Hasao,N.D Raji (Hamar)-2,"N.D Raji (Hamar)village,
Haflong, Dima Hasao (NC Hills)",25.17505556,93.02041667,Debris,Slide,Debris,Slide,1,2016,3.6,10.10081967,0.476209699,1
712,ASM/DH/83G4/ PD/2016/12,Assam,Dima Hasao,"Huonveng, N.D Raji-3","N.D Raji (Hmar)village, Haflong,
Dima Hasao (NC Hills)",25.17188889,93.02061111,Debris,Slide,Debris,Slide,1,2016,4.78,10.10081967,0.476209699,1
713,ASM/DH/83G4/ PD/2016/13,Assam,Dima Hasao,Songpiang-1,"Songpiang village, Haflong,
Dima Hasao (NC Hills)",25.16563889,93.02544444,Debris,Fall,Debris,Fall,1,2016,2.93,10.10081967,0.476209699,1
282,ASM/DH/83G4/2016/04,Assam,Dima Hasao,Mupa-Langting RF Rock slide,"NH 54, Mupa – Langting
Reserved Forest",25.417333,93.129083,Rock,Slide,Rock,Slide,1,2015,5.8,11.47213115,0.47256694,1
284,AS/DIM/83G3/2015/59,Assam,Dima Hasao,Dehangi-1,Near Dehangi village,25.42,93.002,Earth,Slide,Earth,Slide,1,2014,0.77,8.796721311,0.46607138,1
714,ASM/DH/83G4/ PD/2016/14,Assam,Dima Hasao,Songpiang-2,"Songpiang village, Haflong,
Dima Hasao (NC Hills)",25.16344444,93.02316667,Debris,Slide,Debris,Slide,1,2016,3.6,10.10081967,0.476209699,1
715,ASM/DH/83G4/ PD/2016/15,Assam,Dima Hasao,Boro Haflong-1,"Near Boro Haflong village,
Haflong, Dima Hasao (NC Hills)",25.15069444,93.02583333,Debris,slide,Debris,Slide,1,2016,7.98,10.10081967,0.476209699,1
716,ASM/DH/83G4/ PD/2016/16,Assam,Dima Hasao,"Vidya Mandir, Boro Haflong-2","Boro Haflong, Haflong, Dima
Hasao (NC Hills)",25.14586111,93.02419444,Debris,Slide,Debris,Slide,1,2016,6.91,10.10081967,0.443344604,1
